130
6
0.7000	2.0000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
0.2000	0.9000
