0
3.0000	3.0000	0.0000	0.0000
4.8313799e-01	2.7140073e+00	-1.2226598e-02	2.3783749e-02
8.5631951e-01	4.7186505e-01	-5.8880372e-03	2.3200596e-02
2.2432927e+00	4.5084097e+00	4.8613302e-02	4.2907361e-02
2.0979895e+00	2.5330746e+00	-1.1015777e+00	1.0740273e+00
1.3871933e+00	3.7570477e+00	1.3983003e+00	-1.6048719e+00
1.8155196e+00	1.2593049e+00	-2.8664759e-01	3.7119036e-01
1.6297600e+00	2.4476582e+00	1.1424656e+00	1.2590924e-02
1.0116547e+00	5.3204506e+00	-1.8629138e-01	-8.5021309e-02
1.3129042e+00	1.9607434e+00	-5.8328774e-03	1.4713575e+00
3.1623586e+00	2.4343535e-01	-1.2288106e+00	-6.4506812e-01
5.2953669e+00	4.3010499e+00	2.9955504e-02	-2.4068618e-01
9.0047853e-01	1.4892255e+00	-6.6114989e-02	-2.8102068e-02
2.2060329e+00	8.7275457e-01	3.1967964e-01	5.3119817e-01
1.3704023e+00	1.3744759e+00	-1.5850499e+00	1.4973064e+00
3.3695920e+00	8.7505424e-01	-1.3689370e-02	1.7475618e-02
2.1095633e+00	3.3160230e+00	5.3883811e-01	2.0215587e-01
5.2049659e+00	2.2127086e+00	7.1571194e-01	-7.0637536e-01
3.3159272e+00	4.4912738e+00	2.8867051e-01	1.9508079e-01
3.0679206e+00	1.2681654e+00	-3.3464518e-01	-4.2251207e-03
1.7598947e+00	4.7477317e+00	8.6141497e-01	6.7028017e-01
5.0691099e+00	2.8788011e+00	5.7182218e-02	-2.5894627e-01
2.9422375e+00	5.4992595e+00	-4.7468781e-01	1.2213476e-02
1.9302932e+00	5.5818252e+00	1.1908173e-01	1.4270311e-01
1.7977583e+00	1.7793184e+00	1.4976289e+00	3.2599660e-01
1.8745485e+00	2.9758212e+00	1.3045762e+00	-4.7925434e-01
4.0745797e+00	4.8887137e+00	1.0329078e-01	3.5115160e-01
2.6058969e+00	1.8865951e+00	-1.3743727e+00	3.9622934e-03
4.4505391e+00	4.1765380e+00	5.8516836e-01	6.7480845e-01
3.7399036e+00	5.2748012e+00	-2.1826932e-01	6.2776534e-01
3.8713096e-01	3.8220597e+00	-1.6950144e-01	-7.4535553e-02
4.7640073e-01	4.6436801e+00	-1.7344805e-01	-2.2961405e-01
3.6543429e+00	1.5431279e+00	-1.8212375e+00	1.8384848e+00
4.3660445e+00	1.2272284e+00	-3.8522809e-01	1.2411632e-01
2.2014043e+00	3.9720430e+00	-6.4458679e-01	-1.1482129e+00
4.4102650e+00	2.6800426e+00	6.6222403e-01	-5.0428349e-01
5.5481012e+00	5.1085168e+00	8.0825219e-01	-9.7979547e-01
5.2622501e+00	3.8839864e+00	4.9335075e-01	-1.0534501e+00
5.1119248e-01	7.6932952e-01	1.5031321e-01	6.4371934e-01
2.1997269e+00	1.5122566e+00	9.2905043e-02	4.2404567e-01
5.1036555e+00	5.3418264e+00	-1.4037447e+00	1.4253711e-01
4.7168716e+00	1.8270428e+00	1.0705127e+00	1.0532250e-01
5.6914532e+00	4.4123695e+00	1.1021117e-01	1.0243232e-01
7.9667130e-01	3.7615474e+00	8.0689959e-02	-9.8234336e-02
2.3583001e+00	5.3029186e+00	3.7195946e-02	2.6206207e-02
4.5013023e+00	3.5412685e-01	4.7985437e-01	-1.0499590e+00
5.4259460e+00	1.2795990e+00	7.3671393e-01	4.3168316e-02
4.6287345e+00	2.2725656e+00	-3.6972665e-01	-6.4913328e-02
2.1987319e+00	2.8763084e-01	1.0911771e-01	-2.3193612e-01
5.2423750e+00	3.4493563e+00	-5.0696344e-02	1.1640271e-01
8.0835729e-01	3.3443913e+00	-7.0110723e-02	-1.5082283e-01
3.1328065e-01	1.6119132e+00	-7.5333240e-01	1.5997812e+00
5.0055819e+00	7.5554506e-01	-3.6135555e-01	9.2049585e-02
5.3888262e+00	1.7658643e+00	9.0256372e-01	-1.3632687e+00
5.1140266e+00	4.7220812e+00	-6.6987404e-02	-2.8623426e-01
3.0091632e+00	4.7958977e+00	3.5290310e-02	1.3010658e-01
4.4390974e+00	3.5135841e+00	-1.0640162e+00	5.5491610e-02
3.7391319e-01	5.7259189e+00	3.8619437e-01	-8.1713606e-02
3.9889374e+00	5.6403075e-01	-1.4059432e+00	-9.2921227e-01
3.5932314e+00	4.0086430e+00	6.4448556e-01	-5.9264012e-02
4.1715780e+00	5.6832590e+00	-6.2860912e-01	-1.4577738e+00
5.6997687e+00	2.1729716e+00	-7.7102800e-01	1.4325294e+00
1.3682722e+00	5.0349642e+00	-8.2137358e-01	5.0304300e-01
4.0050774e+00	2.5986528e+00	6.7548440e-01	-6.8090532e-02
3.0195682e-01	2.2973915e+00	8.7052124e-01	8.9176612e-01
8.4971699e-01	2.1191903e+00	-1.0440405e-01	-1.2135908e-01
4.2482233e+00	5.2547976e+00	-9.0821465e-02	-6.9337534e-02
1.4136673e+00	2.8279448e+00	3.3594809e-01	-1.2337051e+00
2.7494606e+00	4.0134770e+00	-2.4184577e-01	5.7918541e-01
4.4838664e-01	3.1251960e+00	3.6505822e-01	-7.0919307e-01
9.3285051e-01	4.8847347e+00	2.3670256e-02	1.1154741e-01
2.9327930e-01	5.1390320e+00	-1.0541700e+00	-1.6057860e-01
4.6196880e+00	4.9956471e+00	-3.3887446e-01	7.2281958e-01
1.0039287e+00	2.7015052e+00	-1.1573969e-01	-1.7065989e-01
3.1227220e-01	4.2241344e+00	2.4671990e-01	-1.1881408e-01
3.6383263e+00	5.6762237e+00	-8.0225233e-02	1.6952089e+00
4.6426406e+00	5.7919920e+00	-1.5487118e+00	-1.6314091e+00
5.6914368e+00	7.7125629e-01	1.2589685e+00	-1.3269510e+00
3.0941538e-01	4.0852742e-01	-4.0904817e-01	3.2702641e-03
1.6682362e+00	3.6704695e-01	9.0877588e-01	1.9072509e+00
1.3035193e+00	7.8304955e-01	-9.2886472e-01	-2.0919009e-01
5.0209305e+00	2.3607342e-01	-6.5231764e-01	1.1463283e+00
4.3192251e+00	1.7266326e+00	-1.2145503e-01	4.4764774e-02
1.7610619e+00	4.2195586e+00	-1.0641375e+00	-1.2426342e+00
3.2042796e+00	1.8006318e+00	-1.0853484e-01	3.1127717e-01
